aX,aY,aZ,gX,gY,gZ
0.393,-1.084,0.149,-278.015,-2.869,-171.753

0.304,-1.187,0.311,-281.067,2.869,-168.945

0.235,-1.294,0.440,-269.104,8.667,-160.217

0.184,-1.368,0.467,-242.004,14.221,-145.142

0.140,-1.382,0.402,-208.679,15.442,-127.563

0.120,-1.334,0.289,-177.917,10.010,-110.413

0.115,-1.264,0.168,-153.931,2.686,-91.858

0.146,-1.201,0.070,-139.893,-3.357,-75.317

0.193,-1.150,0.026,-135.620,-8.911,-63.538

0.240,-1.107,0.012,-137.146,-13.367,-58.838

0.265,-1.078,0.007,-140.930,-17.456,-59.509

0.276,-1.058,0.017,-148.010,-20.325,-63.538

0.269,-1.039,0.040,-158.020,-22.095,-69.275

0.256,-1.011,0.078,-168.945,-23.560,-75.256

0.233,-1.015,0.136,-178.040,-23.743,-79.590

0.218,-1.024,0.197,-182.678,-21.606,-78.796

0.214,-1.046,0.264,-182.861,-17.578,-72.449

0.226,-1.067,0.326,-179.565,-12.024,-61.768

0.233,-1.081,0.378,-174.744,-7.080,-50.476

0.242,-1.083,0.407,-170.654,-3.906,-44.739

0.234,-1.076,0.421,-167.236,-1.709,-44.983

0.214,-1.055,0.416,-163.452,-2.197,-47.607

0.197,-1.040,0.405,-159.546,-4.028,-50.171

0.177,-1.023,0.401,-158.875,-6.409,-52.490

0.158,-1.005,0.407,-160.767,-8.850,-54.077

0.143,-1.016,0.438,-163.452,-10.376,-52.551

0.118,-1.051,0.514,-165.100,-8.667,-45.837

0.118,-1.079,0.591,-160.583,-3.113,-33.936

0.126,-1.117,0.656,-147.644,2.075,-18.372

0.140,-1.117,0.702,-129.578,6.653,-1.892

0.159,-1.076,0.714,-110.596,10.254,11.047

0.187,-1.018,0.684,-92.712,10.437,18.799



0.265,-1.651,1.274,16.235,19.226,17.212

0.248,-1.885,1.517,23.071,24.780,21.057

0.176,-2.059,1.760,41.260,34.058,29.358

0.092,-2.104,1.901,74.646,45.837,41.931

0.030,-2.082,1.901,125.061,57.434,64.453

0.000,-2.030,1.838,175.659,65.430,91.675

-0.003,-1.980,1.797,217.224,68.848,112.915

0.016,-1.901,1.741,250.671,67.139,127.441

0.066,-1.844,1.656,279.053,61.768,137.817

0.117,-1.793,1.580,302.490,56.580,146.240

0.153,-1.714,1.519,321.533,53.101,151.794

0.182,-1.610,1.451,338.806,51.819,157.776

0.200,-1.493,1.371,357.910,53.345,167.786

0.224,-1.371,1.307,377.502,57.007,178.589

0.226,-1.170,1.249,396.423,60.913,188.660

0.212,-0.895,1.132,416.931,61.523,196.533

0.186,-0.616,0.966,437.988,58.838,204.041

0.168,-0.357,0.804,452.637,56.030,210.876

0.159,-0.051,0.616,456.299,55.542,218.079

0.160,0.161,0.438,452.148,57.861,225.769

0.143,0.330,0.285,439.880,64.514,233.215

0.130,0.438,0.170,419.800,74.402,238.098

0.122,0.498,0.109,397.644,85.205,239.502

0.114,0.539,0.061,376.526,92.285,234.680

0.105,0.553,0.039,357.361,92.346,223.389

0.084,0.546,0.028,341.064,88.440,208.801

0.050,0.548,0.022,328.186,82.458,193.115

0.008,0.574,-0.000,318.909,75.500,178.101

-0.027,0.599,-0.041,311.157,67.200,165.955

-0.040,0.618,-0.085,303.040,59.204,157.288

-0.036,0.645,-0.128,294.556,52.246,150.940

-0.007,0.650,-0.162,285.583,44.800,145.081

0.001,0.646,-0.172,276.184,38.757,139.526

0.028,0.649,-0.194,268.372,35.095,133.728

0.066,0.644,-0.233,260.620,29.419,127.991

0.078,0.638,-0.243,251.709,24.658,123.291

0.100,0.644,-0.273,244.995,22.461,119.507

0.159,0.658,-0.328,238.953,18.677,115.845

0.211,0.660,-0.384,230.774,14.526,112.366

0.245,0.663,-0.415,221.008,13.000,107.300

0.268,0.687,-0.420,208.740,13.916,102.051

0.310,0.661,-0.439,194.885,15.564,97.778

0.326,0.641,-0.432,177.673,18.799,95.215

0.345,0.653,-0.397,159.424,27.100,92.163

0.345,0.669,-0.350,145.691,36.316,88.562

0.335,0.718,-0.283,138.611,43.701,84.045

0.335,0.819,-0.218,137.146,48.889,76.355

0.320,1.006,-0.177,138.306,51.270,64.087

0.277,1.255,-0.158,137.573,53.711,45.776

0.229,1.569,-0.145,131.409,59.509,22.400

0.191,1.939,-0.125,120.667,63.416,-2.808

0.130,2.302,-0.233,108.337,64.758,-28.687

0.064,2.569,-0.394,92.468,62.012,-54.321

-0.040,2.766,-0.533,62.927,54.871,-77.209

-0.155,2.866,-0.602,19.226,48.584,-95.764

-0.217,2.798,-0.618,-32.593,44.739,-105.164

-0.222,2.575,-0.532,-87.585,41.260,-102.295

-0.210,2.215,-0.407,-138.794,38.269,-90.393

-0.200,1.824,-0.273,-182.312,36.926,-80.078

-0.190,1.450,-0.088,-218.079,34.241,-75.928

-0.176,1.196,0.039,-243.469,30.701,-78.369

-0.162,1.035,0.098,-256.531,23.926,-87.708

-0.143,0.951,0.083,-256.653,14.709,-98.511

-0.141,0.926,0.021,-250.977,3.479,-110.352

-0.140,0.924,-0.062,-246.155,-8.362,-121.704

-0.115,0.912,-0.139,-245.911,-18.799,-128.906

-0.084,0.863,-0.182,-253.723,-26.672,-132.812

-0.034,0.785,-0.183,-266.602,-30.579,-134.216

0.030,0.651,-0.176,-280.090,-30.273,-134.705

0.090,0.509,-0.153,-292.480,-28.625,-138.306

0.126,0.334,-0.115,-301.636,-27.222,-146.851

0.134,0.172,-0.082,-305.542,-27.100,-159.180

0.127,0.006,-0.050,-304.810,-30.090,-172.668

0.133,-0.096,-0.044,-303.040,-34.119,-183.716

0.154,-0.186,-0.052,-301.819,-38.025,-192.078

0.201,-0.282,-0.070,-303.467,-40.833,-198.608

0.239,-0.397,-0.054,-308.838,-38.269,-201.782

0.282,-0.509,-0.017,-320.068,-32.654,-206.055

0.257,-0.705,0.078,-331.604,-26.184,-210.937

0.182,-0.890,0.201,-339.905,-18.250,-215.637

0.083,-1.026,0.300,-340.210,-18.677,-220.825

-0.017,-1.172,0.318,-332.031,-24.658,-215.210

-0.104,-1.285,0.359,-322.693,-29.175,-194.336

-0.072,-1.310,0.365,-313.232,-32.349,-161.194

0.010,-1.309,0.339,-301.392,-37.720,-122.314

0.095,-1.289,0.319,-287.964,-42.175,-85.144

0.193,-1.197,0.294,-280.640,-44.312,-56.824

0.314,-1.122,0.267,-270.264,-44.739,-36.560

0.419,-1.098,0.231,-261.292,-44.800,-27.222

0.484,-1.087,0.222,-257.202,-46.387,-34.058

0.484,-1.081,0.236,-257.568,-50.415,-53.955

0.443,-1.075,0.249,-257.324,-55.298,-79.285

0.366,-1.080,0.261,-257.263,-59.448,-102.112

0.271,-1.072,0.294,-258.362,-60.913,-117.126

0.200,-1.032,0.335,-259.399,-57.495,-119.568

0.175,-1.002,0.375,-256.775,-51.636,-109.619

0.182,-0.973,0.403,-250.977,-46.509,-91.553

0.210,-0.965,0.441,-246.643,-41.931,-72.754

0.234,-0.969,0.502,-245.605,-39.490,-59.204

0.254,-0.994,0.592,-248.535,-40.222,-56.458

0.267,-1.077,0.714,-251.587,-41.504,-61.707

0.266,-1.185,0.861,-250.366,-39.673,-69.031

0.263,-1.277,0.993,-242.371,-33.813,-75.806

0.249,-1.336,1.063,-224.243,-26.917,-76.721

0.239,-1.391,1.090,-197.205,-19.897,-67.627

0.247,-1.384,1.086,-169.678,-14.893,-56.396

0.259,-1.365,1.071,-143.677,-11.719,-44.678

0.284,-1.331,1.048,-120.789,-11.230,-35.889

0.309,-1.293,1.022,-102.051,-13.794,-31.616

0.326,-1.260,0.996,-87.463,-17.883,-31.250

0.336,-1.238,0.962,-78.003,-20.630,-33.203

0.327,-1.227,0.930,-70.801,-20.203,-35.400

0.306,-1.213,0.905,-64.819,-16.724,-35.706

0.287,-1.208,0.882,-59.387,-11.292,-32.654

0.276,-1.220,0.882,-53.650,-5.798,-26.794

0.278,-1.221,0.899,-46.814,-0.305,-20.264

0.279,-1.216,0.895,-36.377,3.906,-13.855

0.277,-1.195,0.869,-23.071,6.287,-7.507

0.273,-1.143,0.842,-10.986,7.935,-1.831



0.226,-1.333,1.097,50.781,20.081,33.020

0.228,-1.375,1.127,65.430,19.409,38.391

0.239,-1.380,1.131,82.458,18.921,46.021

0.265,-1.370,1.130,100.281,21.240,54.810

0.303,-1.381,1.124,116.638,24.780,62.927

0.325,-1.407,1.142,131.042,27.649,69.031

0.338,-1.451,1.192,141.357,30.945,72.998

0.343,-1.528,1.221,154.175,34.973,76.538

0.330,-1.576,1.245,173.889,39.734,83.252

0.342,-1.585,1.266,197.571,46.326,91.614

0.365,-1.594,1.259,222.473,52.368,99.731

0.370,-1.575,1.240,247.864,55.237,105.835

0.369,-1.552,1.190,274.109,55.786,107.788

0.331,-1.476,1.104,301.697,53.406,108.826

0.307,-1.393,1.042,327.148,50.110,111.328

0.289,-1.327,1.000,347.717,45.654,116.455

0.262,-1.256,0.930,366.089,40.894,123.901

0.239,-1.154,0.837,383.179,38.940,134.888

0.256,-1.063,0.754,397.156,40.894,149.170

0.260,-0.972,0.655,404.602,45.044,162.231

0.234,-0.853,0.566,406.799,49.011,172.974

0.207,-0.714,0.477,408.020,54.626,183.472

0.187,-0.608,0.407,407.471,58.594,194.458

0.149,-0.520,0.367,404.724,61.401,202.454

0.108,-0.423,0.311,403.320,63.599,210.022

0.112,-0.353,0.262,401.306,63.293,217.041

0.119,-0.312,0.252,395.142,61.462,221.130

0.107,-0.280,0.263,389.038,60.364,222.595

0.123,-0.286,0.257,385.071,60.303,223.022

0.105,-0.274,0.268,380.981,60.730,222.778

0.075,-0.183,0.289,376.709,61.401,218.018

0.045,-0.032,0.319,374.573,58.167,212.402

0.065,0.089,0.263,377.747,52.673,208.252

0.062,0.213,0.215,378.052,46.753,203.247

0.057,0.404,0.190,370.544,45.288,195.312

0.067,0.579,0.162,360.596,47.974,188.477

0.091,0.716,0.094,348.999,54.871,183.594

0.059,0.817,0.096,331.360,65.369,177.185

0.015,0.990,0.137,309.753,73.608,166.809

-0.004,1.149,0.183,289.917,76.416,154.419

-0.063,1.350,0.262,271.057,76.172,140.747

-0.147,1.628,0.364,252.502,75.806,123.596

-0.235,1.983,0.436,237.122,76.843,104.675

-0.333,2.413,0.464,221.252,76.721,81.604

-0.431,2.923,0.395,203.613,67.322,54.260

-0.468,3.414,0.198,182.434,48.401,25.330

-0.440,3.819,-0.168,153.015,21.667,-3.235

-0.297,3.961,-0.635,110.596,-8.606,-28.259

-0.184,3.792,-1.049,51.331,-32.837,-45.227

-0.115,3.350,-1.110,-23.010,-33.081,-58.960

-0.156,2.804,-0.791,-103.394,-10.376,-72.266

-0.180,2.259,-0.468,-179.810,11.658,-80.200

-0.252,1.657,-0.117,-235.413,17.639,-90.271

-0.315,1.173,0.114,-275.269,10.620,-103.699

-0.321,0.804,0.223,-293.640,-0.610,-115.845

-0.290,0.538,0.219,-289.795,-10.559,-122.498

-0.252,0.400,0.143,-274.963,-19.409,-124.207

-0.196,0.384,0.027,-256.287,-25.696,-121.033

-0.114,0.434,-0.105,-239.868,-32.166,-114.685

-0.020,0.456,-0.264,-228.882,-41.138,-108.521

0.087,0.463,-0.392,-229.431,-50.354,-105.347

0.198,0.456,-0.477,-241.394,-56.274,-106.567

0.278,0.394,-0.483,-259.827,-57.007,-111.694

0.347,0.263,-0.434,-278.320,-52.246,-118.164

0.398,0.066,-0.344,-295.654,-46.936,-127.747

0.421,-0.167,-0.226,-306.030,-41.199,-139.038

0.438,-0.371,-0.111,-304.993,-33.264,-150.879

0.442,-0.539,-0.043,-291.809,-28.442,-163.391

0.439,-0.665,-0.035,-271.179,-28.503,-175.171

0.428,-0.732,-0.067,-247.681,-31.128,-184.570

0.431,-0.729,-0.128,-225.525,-33.386,-189.819

0.438,-0.714,-0.197,-208.069,-36.255,-190.979

0.514,-0.674,-0.273,-198.059,-37.964,-188.171

0.544,-0.715,-0.314,-191.528,-37.964,-189.087

0.587,-0.673,-0.374,-205.261,-37.598,-195.496

0.612,-0.704,-0.360,-215.698,-36.377,-204.224

0.585,-0.765,-0.313,-231.140,-33.081,-212.585

0.506,-0.827,-0.199,-247.131,-24.109,-219.482

0.424,-0.853,-0.081,-260.498,-14.038,-219.421

0.333,-0.906,0.011,-265.198,-6.104,-210.937

0.260,-0.933,0.077,-265.198,1.526,-195.190

0.236,-0.943,0.109,-259.766,8.728,-171.997

0.232,-0.933,0.118,-250.732,13.550,-145.996

0.234,-0.918,0.114,-241.150,16.907,-122.192

0.245,-0.887,0.091,-231.995,18.188,-102.295

0.269,-0.839,0.068,-224.915,16.724,-88.379

0.296,-0.804,0.060,-220.459,14.954,-80.383

0.298,-0.783,0.056,-219.421,13.062,-81.360

0.273,-0.760,0.060,-223.328,8.362,-91.309

0.226,-0.738,0.072,-229.919,1.892,-103.760

0.171,-0.723,0.104,-239.441,-2.380,-113.953

0.109,-0.725,0.148,-250.427,-2.747,-118.591

0.064,-0.731,0.206,-261.475,-1.648,-115.234

0.044,-0.735,0.284,-271.545,0.244,-104.248

0.049,-0.740,0.374,-278.076,3.906,-87.402

0.080,-0.765,0.450,-277.710,7.019,-66.223

0.141,-0.788,0.514,-270.569,10.559,-45.105

0.184,-0.793,0.598,-260.681,13.062,-29.053

0.217,-0.815,0.701,-251.770,13.062,-22.949

0.215,-0.883,0.800,-244.141,10.315,-29.053

0.185,-0.976,0.892,-233.704,5.615,-40.833

0.141,-1.065,0.976,-218.018,1.343,-51.575

0.102,-1.157,1.030,-195.923,0.854,-55.359

0.089,-1.218,1.047,-171.326,2.686,-48.706

0.091,-1.245,1.077,-149.658,3.723,-33.264

0.119,-1.251,1.130,-132.263,6.836,-15.381

0.174,-1.260,1.169,-117.004,10.803,-0.977

0.215,-1.276,1.201,-104.370,10.986,7.141

0.255,-1.306,1.231,-95.154,8.606,8.057

0.279,-1.344,1.245,-86.914,5.127,3.174

0.275,-1.392,1.226,-75.134,1.526,-2.747

0.259,-1.416,1.182,-59.814,-0.854,-6.470

0.246,-1.427,1.116,-41.931,-0.977,-6.531

0.235,-1.395,1.024,-23.315,-1.099,-4.150

0.225,-1.334,0.926,-5.676,-1.343,-0.916

0.222,-1.253,0.831,8.972,-1.221,2.869

0.223,-1.183,0.748,19.531,-0.854,5.859

0.229,-1.117,0.675,25.513,-1.282,5.859

0.233,-1.069,0.622,27.649,-3.235,3.113



-0.204,0.620,1.619,-4.517,-85.693,104.004

0.166,0.376,0.481,-3.723,-7.263,71.777

-0.127,0.410,0.879,14.160,-44.800,83.679

-0.072,0.444,0.962,32.227,-44.739,70.374

-0.061,0.442,0.963,35.828,-42.236,63.965

-0.146,0.491,0.886,26.550,-41.565,64.697

-0.187,0.552,0.700,20.386,-43.213,59.021

-0.244,0.591,0.830,18.921,-52.429,51.147

-0.199,0.566,0.881,19.043,-56.885,43.823

-0.188,0.588,0.914,17.212,-61.218,37.048

-0.160,0.492,0.950,23.193,-61.584,29.480

-0.128,0.482,1.019,26.733,-58.533,23.987

-0.132,0.447,1.038,28.198,-52.063,20.264

-0.134,0.422,1.013,30.273,-41.504,16.541

-0.137,0.422,0.984,34.302,-31.616,13.428

-0.142,0.457,1.003,36.011,-24.719,11.414

-0.170,0.412,0.955,51.147,-17.212,10.132

-0.177,0.418,0.933,68.420,-13.184,12.573

-0.195,0.461,0.959,68.481,-8.850,16.479

-0.167,0.499,1.030,63.416,-7.874,17.883

0.112,0.201,1.039,48.096,-15.259,33.569

-0.161,0.668,1.026,17.151,-24.658,77.515

-0.272,0.506,0.993,19.470,-47.546,79.590

-0.203,0.390,0.995,19.897,-41.138,49.683

-0.176,0.397,0.952,13.611,-14.099,27.466

-0.202,0.367,0.950,23.804,-13.062,27.039

-0.261,0.232,0.911,33.325,-17.883,38.147

-0.235,0.236,0.880,28.076,-4.089,35.828

-0.203,0.150,0.810,36.377,2.686,38.574

-0.218,0.149,0.850,43.945,-1.221,49.438

-0.311,0.287,0.902,48.950,-3.540,79.651

-0.210,0.170,0.929,61.401,0.122,88.867

-0.227,0.165,0.926,62.805,6.592,84.229

-0.222,0.236,1.062,53.101,18.799,81.299

-0.141,0.239,0.974,32.715,18.188,63.721

-0.190,0.289,0.955,36.743,11.108,85.510

-0.065,-0.027,1.016,61.279,-5.859,109.863

-0.060,-0.029,0.901,112.061,9.399,65.613

-0.268,0.074,0.786,113.037,65.735,29.602

-0.313,0.098,0.752,78.308,112.366,36.438

-0.252,0.054,0.825,71.594,113.770,41.077

-0.156,0.046,0.929,49.683,73.669,35.034

-0.081,0.077,0.974,23.071,0.732,31.250

-0.060,0.073,0.948,12.695,-40.588,30.762

-0.112,0.089,0.938,19.836,-38.452,34.973

-0.167,0.127,0.958,33.081,-18.250,43.091

-0.219,0.146,0.937,41.260,3.418,49.622

-0.253,0.131,0.904,43.457,12.939,52.795

-0.204,0.090,0.881,46.204,8.301,54.626

-0.123,0.048,0.906,48.157,0.305,59.143

-0.142,0.048,0.921,53.833,-0.183,65.186

-0.194,0.056,0.914,67.200,6.226,68.726

-0.211,0.057,0.913,76.660,13.367,72.815

-0.382,0.300,1.154,93.994,25.757,75.134

-0.367,0.052,0.578,174.072,111.938,56.335

-0.127,-0.005,0.933,204.102,214.417,49.255

0.002,-0.524,1.614,179.687,327.515,37.109

0.547,-0.231,0.435,-70.984,276.611,32.898

-0.135,0.379,1.543,-38.940,-76.233,22.278

-0.004,-0.212,0.836,44.861,-39.124,8.789

-0.027,-0.007,1.027,-17.883,2.869,36.316

-0.047,-0.055,0.993,2.930,-1.282,34.119

-0.026,-0.040,0.995,13.428,-1.099,34.668

-0.012,-0.087,0.961,17.029,-1.099,34.607

-0.012,-0.106,0.978,14.648,-1.099,23.743

-0.041,-0.077,0.944,12.207,-0.427,7.507

-0.042,-0.000,0.990,6.287,-0.305,2.014

-0.006,0.020,0.993,7.812,-0.183,0.732

0.040,0.033,1.006,15.869,-0.305,-3.235

0.092,0.124,1.080,28.503,-0.244,-12.329

-0.067,-0.018,0.940,57.678,-0.061,-28.320

-0.112,-0.036,1.024,60.669,0.671,-28.137

-0.057,-0.037,1.000,57.678,6.836,-18.677

-0.221,-0.250,1.001,54.443,19.287,-19.897

-0.200,-0.324,1.004,53.040,29.785,-10.193

-0.082,-0.278,0.957,54.932,35.461,-1.953

0.124,-0.212,0.809,56.274,35.767,7.690

0.315,-0.096,0.888,32.288,20.813,20.508

0.272,-0.105,1.026,4.517,9.277,24.231

0.116,-0.139,0.987,14.587,14.404,25.330

-0.011,-0.143,0.951,23.987,16.052,29.480

-0.048,-0.103,0.939,27.771,11.047,33.264

-0.025,-0.085,0.964,18.982,7.385,33.508

0.004,-0.093,0.972,10.925,7.507,30.090

0.018,-0.105,0.956,7.629,7.935,27.649

0.016,-0.085,0.963,5.432,5.310,28.870

-0.039,-0.075,1.016,3.052,3.479,29.724

-0.070,-0.036,1.094,6.653,10.193,28.320

-0.051,-0.043,1.184,11.963,32.349,23.010

-0.055,-0.046,1.203,24.048,72.266,11.597

-0.067,-0.104,1.222,37.109,123.108,1.953

-0.104,-0.146,1.209,52.612,177.368,0.732

-0.084,-0.176,1.150,72.998,232.117,5.859

-0.041,-0.183,1.085,91.675,280.579,13.000

0.015,-0.181,1.007,109.497,318.726,18.860

0.401,-0.207,0.462,88.501,321.411,21.729

-0.105,-0.132,0.230,1.282,119.629,-7.202

0.028,-0.087,0.243,47.363,50.354,-33.386

0.008,-0.013,0.339,-21.790,-20.813,-45.166

0.380,-0.369,1.525,-60.486,-78.613,-61.768

0.259,-0.277,1.334,-71.777,-57.922,-50.476

0.384,-0.267,1.161,1.404,31.982,-45.227

0.455,-0.201,0.354,-15.503,79.041,-42.542

0.569,-0.448,0.738,-2.686,13.977,-54.810

0.548,-0.300,0.910,-46.753,-7.935,-39.490

0.523,-0.240,0.741,0.610,9.827,-21.484

0.577,-0.249,0.887,-10.132,1.343,-10.498

0.556,-0.246,0.771,-9.094,1.404,-5.371

0.484,-0.230,0.882,0.183,-1.465,5.981

0.410,-0.187,0.885,6.348,-4.333,20.691

0.328,-0.169,0.901,14.221,-4.028,20.081

0.309,-0.206,0.911,10.803,-3.052,14.282

0.300,-0.222,0.918,10.925,-2.197,12.512

0.257,-0.270,0.905,13.428,-2.258,14.282

0.194,-0.540,0.867,13.367,-3.601,17.761

0.222,-0.560,0.837,14.343,-7.263,33.203

0.232,-0.388,0.856,12.329,-11.536,49.561

0.180,-0.289,0.886,2.136,-12.756,49.988

0.168,-0.225,0.897,-11.047,-12.512,41.931



0.205,-0.108,0.953,-47.729,-110.718,-72.815

0.240,-0.175,1.126,-41.626,-89.661,-30.762

0.354,-0.118,1.071,-49.438,-43.396,-11.475

0.237,-0.155,1.019,-29.785,-5.493,-13.062

0.262,-0.205,0.990,-12.695,12.512,-13.367

0.279,-0.204,0.935,-5.554,21.179,-16.418

0.275,-0.162,0.908,-0.366,23.743,-18.616

0.237,-0.170,0.878,2.930,25.208,-15.381

0.273,-0.215,0.914,7.385,22.888,-11.169

0.285,-0.218,0.918,12.207,22.278,-8.484

0.277,-0.194,0.944,12.390,24.353,-6.897

0.236,-0.187,0.999,14.771,31.311,-5.920

0.265,-0.197,1.080,20.935,43.945,-10.071

0.256,-0.186,1.058,24.048,71.716,-12.451

0.226,-0.212,1.006,40.771,111.572,-6.226

0.334,-0.496,1.176,20.508,104.248,5.859

0.522,-0.221,0.809,11.414,67.261,-13.184

0.275,-0.293,0.989,18.433,91.614,-85.144

0.350,-0.250,0.910,8.972,97.046,-125.610

0.453,-0.271,0.966,12.573,102.905,-137.878

0.437,-0.304,0.891,9.277,100.220,-138.794

0.382,-0.289,0.898,-6.653,63.904,-127.686

0.419,-0.306,0.951,-26.550,11.475,-109.131

0.401,-0.314,0.951,-41.565,-13.367,-84.961

0.388,-0.325,0.967,-46.997,-13.916,-66.162

0.386,-0.307,0.960,-50.049,-8.484,-55.664

0.344,-0.268,0.985,-54.993,-7.812,-47.607

0.334,-0.236,1.003,-59.204,-9.644,-39.856

0.338,-0.217,1.003,-59.998,-10.925,-27.588

0.345,-0.206,1.005,-59.265,-12.573,-11.597

0.362,-0.213,0.997,-55.115,-10.132,-4.517

0.353,-0.212,0.989,-50.232,-5.188,0.793

0.357,-0.202,0.965,-44.800,0.610,7.812

0.353,-0.192,0.924,-37.292,4.089,10.925

0.346,-0.194,0.905,-31.555,4.700,12.756

0.363,-0.186,0.899,-25.330,5.493,13.367

0.378,-0.206,0.870,-17.212,9.766,9.338

0.375,-0.183,0.881,-15.320,14.648,-0.854

0.359,-0.157,0.907,-16.479,11.292,-0.183

0.343,-0.159,0.916,-14.221,6.592,9.155

0.347,-0.156,0.910,-14.282,5.127,18.616

0.362,-0.167,0.901,-16.113,6.958,23.865

0.371,-0.151,0.904,-20.447,6.165,27.588

0.356,-0.123,0.915,-24.902,0.793,33.752

0.349,-0.111,0.933,-24.963,-2.441,42.419

0.344,-0.095,0.937,-23.010,-3.662,52.856

0.348,-0.093,0.925,-16.968,-6.226,63.538

0.357,-0.102,0.914,-10.742,-9.155,72.571

0.359,-0.092,0.899,-6.775,-11.230,81.360

0.348,-0.080,0.873,-2.380,-13.977,88.440

0.340,-0.069,0.855,2.502,-17.212,92.773

0.333,-0.043,0.838,6.775,-20.691,94.788

0.302,-0.024,0.807,10.193,-23.682,94.971

0.274,-0.007,0.788,11.780,-26.978,94.604

0.254,0.005,0.771,12.451,-30.396,92.346

0.241,0.008,0.762,11.475,-33.630,87.830

0.240,0.033,0.775,9.460,-35.339,82.397

0.234,0.059,0.782,5.859,-35.095,74.097

0.217,0.074,0.777,1.831,-33.752,64.941

0.216,0.081,0.776,-1.099,-32.532,59.082

0.225,0.079,0.768,-1.099,-31.677,55.969

0.245,0.062,0.768,1.404,-30.762,53.894

0.244,0.064,0.778,3.296,-28.931,54.138

0.212,0.062,0.767,7.324,-26.611,52.124

0.199,0.065,0.781,11.536,-24.658,47.180

0.198,0.067,0.790,14.771,-22.583,43.640

0.197,0.057,0.803,17.700,-21.484,39.978

0.205,0.048,0.818,19.043,-20.935,36.316

0.209,0.049,0.841,18.311,-20.752,32.837

0.207,0.039,0.864,17.883,-20.508,29.846

0.219,0.032,0.890,18.738,-19.653,28.748

0.232,0.017,0.906,20.081,-17.822,27.039

0.240,0.004,0.921,21.667,-15.869,23.254

0.242,-0.007,0.929,22.827,-14.404,18.982

0.247,-0.021,0.940,22.827,-13.672,15.991

0.254,-0.036,0.944,23.071,-13.611,13.916

0.259,-0.044,0.947,22.827,-13.428,11.597

0.256,-0.048,0.946,22.156,-11.414,8.911

0.258,-0.045,0.952,20.630,-8.728,6.287

0.253,-0.042,0.948,17.944,-8.850,4.211

0.250,-0.043,0.947,16.418,-8.667,3.052

0.248,-0.053,0.937,16.968,-6.653,1.282

0.233,-0.052,0.932,16.602,-5.493,-0.977

0.231,-0.052,0.937,15.991,-5.615,-1.953

0.188,-0.062,0.925,19.226,-0.610,-0.488

0.194,-0.068,0.924,20.630,4.700,1.404

0.191,-0.076,0.922,18.066,-0.061,0.549

0.206,-0.077,0.929,13.794,-4.395,-1.038

0.227,-0.089,0.935,12.817,-3.601,-2.136

0.233,-0.102,0.928,14.709,0.671,-2.991

0.251,-0.114,0.924,15.015,4.517,-3.418

0.238,-0.108,0.924,12.817,4.761,-2.441

0.233,-0.105,0.927,11.108,4.333,-0.793

0.235,-0.107,0.937,10.498,5.005,-0.244

0.237,-0.119,0.929,10.010,7.324,0.366

0.224,-0.112,0.929,7.324,7.690,1.465

0.204,-0.107,0.925,5.798,6.348,2.014

0.210,-0.097,0.927,5.981,6.165,2.014

0.217,-0.111,0.906,7.446,7.690,-2.258

0.211,-0.108,0.897,7.385,8.606,-8.667

0.208,-0.110,0.889,7.874,9.338,-12.390

0.222,-0.125,0.879,10.071,10.925,-13.123

0.234,-0.136,0.869,12.024,11.841,-11.902

0.238,-0.146,0.865,11.353,10.498,-9.766

0.252,-0.158,0.867,11.108,7.568,-6.409

0.253,-0.156,0.878,9.460,5.249,-3.723

0.256,-0.158,0.885,8.301,4.333,-3.052

0.260,-0.153,0.896,6.042,3.723,-1.709

0.265,-0.138,0.905,3.723,2.380,0.000

0.232,-0.100,0.941,2.441,0.916,1.282

0.269,-0.126,0.947,11.658,-2.869,7.629

0.285,-0.134,0.954,16.113,-6.958,15.747

0.293,-0.131,0.972,14.038,-7.507,11.902

0.278,-0.134,0.982,11.353,-6.165,3.479

0.277,-0.139,0.988,9.399,-3.784,0.122

0.281,-0.142,0.988,7.996,-2.808,0.183

0.276,-0.143,0.991,5.371,-3.174,0.183

0.277,-0.146,0.990,3.113,-2.625,-1.038

0.270,-0.147,0.986,0.916,-1.465,-1.526




